Project_ID ,Project_Name ,Budget,Duration,Team_Size ,Client_Feedback,Success ,Functional_Requirements,Technologies_Used,Similarity_Score
143,Création d'un site Web de réservation de voyages,32000,22,8,Bon,1,"Réservation de vols, Réservation d'hôtels","HTML, CSS, JavaScript, PHP, MySQL",0.37125221696007665
144,Développement d'un logiciel de gestion des ressources humaines,38000,24,10,Excellent,1,"Gestion des employés, Suivi des congés","Java, Spring, Hibernate, PostgreSQL",0.0
145,Conception d'une application de partage de photos,28000,18,7,Bon,1,"Téléchargement de photos, Filtrage des contenus","React Native, Firebase",0.0
146,Développement d'un jeu vidéo en réalité virtuelle,35000,30,5,Excellent,1,"Expérience immersive, Interaction utilisateur","Unity, C#, Oculus Rift",0.0
147,Développement d'une plateforme de streaming musical,30000,25,7,Excellent,1,"Streaming audio, Recommandations personnalisées","Python, Django, React.js, PostgreSQL",0.0
148,Création d'une application de gestion de tâches,22000,15,5,Bon,1,"Suivi des tâches, Rappels","Angular, Firebase",0.0
149,Développement d'un système de réservation de salles de réunion,26000,20,6,Excellent,1,"Réservation de salles, Calendrier","Node.js, Express, MongoDB",0.0
150,Conception d'un logiciel de gestion des stocks,35000,28,8,Bon,1,"Suivi des stocks, Gestion des fournisseurs","Java, Spring Boot, MySQL",0.0
151,Développement d'une application de planification de voyages,28000,18,7,Excellent,1,"Planification d'itinéraires, Réservation de billets","React Native, Firebase",0.0
152,Développement d'une application de gestion des contacts,20000,10,4,Bon,1,"Gestion des contacts, Import/export","Python, Flask, SQLite",0.0
153,Création d'un site web pour une agence de voyage,18000,12,6,Excellent,1,"Présentation des destinations, Réservation en ligne","HTML, CSS, JavaScript, PHP",0.36915494247117897
154,Développement d'un système de paiement en ligne,25000,16,5,Excellent,1,"Intégration de passerelles de paiement, Sécurité","Ruby on Rails, Stripe",0.0
155,Conception d'un système de suivi des dépenses,22000,14,5,Bon,1,"Suivi des dépenses, Rapports personnalisés","Java, Spring, MySQL",0.0
156,Développement d'une application de gestion de projets,28000,18,7,Bon,1,"Gestion de tâches, Suivi du temps","React, Node.js, MongoDB",0.0
157,Développement d'une application de gestion des stocks,30000,20,8,Excellent,1,"Gestion des stocks, Suivi des entrées et sorties","Python, Django, PostgreSQL",0.0
158,Création d'un site web pour une entreprise de restauration,25000,16,6,Bon,1,"Affichage du menu, Réservation en ligne","HTML, CSS, JavaScript, PHP",0.3484238485666653
159,Développement d'une application mobile pour la santé,35000,24,10,Excellent,1,"Suivi des symptômes, Rappels de médicaments","React Native, Firebase",0.0
160,Conception d'un système de gestion des employés,28000,18,7,Excellent,1,"Gestion des congés, Évaluation des performances","Java, Spring, MySQL",0.0
161,Développement d'une plateforme de réservation d'hôtel,40000,30,12,Excellent,1,"Réservation d'hôtel en ligne, Gestion des paiements","Vue.js, Node.js, MongoDB",0.0
162,Développement d'une application de suivi des colis,30000,20,8,Excellent,1,"Suivi en temps réel des colis, Notifications","Python, Flask, MongoDB",0.0
163,Création d'un site web pour une agence de voyage,25000,16,6,Bon,1,"Recherche de vols, Réservations d'hôtels","HTML, CSS, JavaScript, PHP",0.3737384847659935
164,Développement d'une application de gestion des tâches,35000,24,10,Excellent,1,"Création de tâches, Attribution aux membres de l'équipe","React, Redux, Node.js, MongoDB",0.0
165,Conception d'un système de gestion des ventes,28000,18,7,Excellent,1,"Suivi des ventes, Génération de rapports","Java, Spring Boot, PostgreSQL",0.0
166,Développement d'une plateforme d'apprentissage en ligne,40000,30,12,Excellent,1,"Cours en ligne, Quiz, Certification","Vue.js, Django, MySQL",0.0
167,Développement d'une application de gestion des stocks,30000,20,8,Excellent,1,Gestion des entrées et sorties de stock,"Python, Django, PostgreSQL",0.0
168,Création d'un site web pour une galerie d'art,25000,16,6,Bon,1,"Affichage des œuvres d'art, Prise de rendez-vous","HTML, CSS, JavaScript, PHP",0.29643056357333186
169,Développement d'une application de réservation de restaurants,35000,24,10,Excellent,1,"Réservation de tables, Gestion des menus","React, Node.js, MongoDB",0.0
170,Conception d'un système de gestion des ressources humaines,28000,18,7,Excellent,1,"Gestion des employés, Suivi des congés","Java, Spring Boot, MySQL",0.0
171,Développement d'une plateforme de streaming vidéo,40000,30,12,Excellent,1,"Diffusion de vidéos en direct, Archivage de contenu","Vue.js, Flask, MongoDB",0.0
172,Application de gestion de tâches,20000,15,5,Bon,1,"Suivi des tâches, Gestion des priorités","Python, Flask, SQLite",0.0
173,Plateforme de réservation de salles de réunion,18000,12,6,Bon,1,"Réservation en ligne, Calendrier des disponibilités","HTML, CSS, JavaScript, PHP, MySQL",0.3612243675842911
174,Application de suivi des dépenses personnelles,22000,14,4,Bon,1,"Suivi des dépenses, Génération de rapports","React, Redux, Firebase",0.0
175,Plateforme de gestion des stocks pour un magasin,25000,16,8,Excellent,1,"Gestion des produits, Suivi des niveaux de stock","Java, Spring Boot, PostgreSQL",0.0
176,Application de gestion des rendez-vous médicaux,30000,20,7,Excellent,1,"Planification des rendez-vous, Rappels automatiques","Angular, Node.js, MongoDB",0.0
177,Application de suivi de l'alimentation,15000,10,3,Bon,1,"Enregistrement des repas, Suivi de la consommation calorique","Android, Kotlin, Firebase",0.0
178,Plateforme d'apprentissage en ligne,35000,24,10,Excellent,1,"Création de cours, Gestion des étudiants","Python, Django, PostgreSQL, React",0.0
179,Application de gestion de la chaîne d'approvisionnement,28000,18,8,Bon,1,"Suivi des fournisseurs, Gestion des commandes","Java, Spring, MySQL",0.0
180,Plateforme de réservation d'hôtels,40000,30,12,Excellent,1,"Réservation de chambres, Gestion des réservations","HTML, CSS, JavaScript, Python, Flask, MongoDB",0.38414079011030944
181,Application de gestion des tâches pour les équipes,20000,14,6,Bon,1,"Attribution des tâches, Suivi des progrès","Vue.js, Node.js, MongoDB",0.0
182,Application de gestion des finances personnelles,20000,15,5,Bon,1,"Suivi des dépenses, Génération de rapports financiers","React Native, Firebase",0.0
183,Plateforme de streaming de musique,30000,20,8,Excellent,1,"Diffusion en continu, Création de playlists","Python, Django, PostgreSQL, React",0.0
184,Application de gestion des stocks,25000,18,6,Bon,1,"Suivi des niveaux de stock, Gestion des commandes","Java, Spring, MySQL",0.0
185,Application de planification de voyage,35000,25,10,Excellent,1,"Planification d'itinéraires, Réservation de vols et d'hôtels","HTML, CSS, JavaScript, Python, Flask, MongoDB",0.33681980889479524
186,Application de gestion des projets,22000,16,7,Bon,1,"Gestion des tâches, Suivi des délais","Vue.js, Node.js, MongoDB",0.0
187,Application de suivi de fitness,18000,12,5,Bon,1,"Suivi de l'activité physique, Génération de rapports de santé","React Native, Firebase",0.0
188,Application de gestion de restaurant,28000,20,8,Excellent,1,"Gestion des réservations, Commandes en ligne","Python, Django, PostgreSQL, React",0.0
189,Application de gestion des rendez-vous,22000,15,6,Bon,1,"Planification des rendez-vous, Notifications","Java, Spring, MySQL",0.0
190,Application de vente en ligne,30000,22,10,Excellent,1,"Gestion des produits, Panier d'achat","HTML, CSS, JavaScript, Python, Flask, MongoDB",0.35766673061681614
191,Application de suivi des projets scolaires,20000,18,7,Bon,1,"Gestion des devoirs, Suivi des notes","Vue.js, Node.js, MongoDB",0.0
192,Application de gestion des stocks,25000,15,6,Bon,1,"Suivi des niveaux de stock, Génération de rapports de vente","Java, Spring, Hibernate, MySQL",0.0
193,Application de réservation de billets,30000,18,8,Excellent,1,"Réservation de billets en ligne, Intégration de paiement","Python, Django, PostgreSQL, React",0.0
194,Application de gestion des tâches,20000,12,5,Bon,1,"Création de tâches, Suivi du progrès","HTML, CSS, JavaScript, Vue.js, Node.js, MongoDB",0.36019221782437116
195,Application de messagerie instantanée,35000,20,10,Excellent,1,"Messagerie en temps réel, Appels vocaux et vidéo","React Native, Firebase, WebRTC",0.0
196,Application de réservation de restaurants,28000,16,7,Bon,1,"Réservation de tables, Gestion des avis","Vue.js, Node.js, MongoDB",0.0
197,Plateforme d'apprentissage en ligne,40000,24,12,Excellent,1,"Cours en ligne, Quiz interactifs","HTML, CSS, JavaScript, Django, PostgreSQL",0.37445063314444105
198,Application de gestion des employés,22000,14,7,Bon,1,"Gestion des heures de travail, Suivi des congés","React, Node.js, MongoDB",0.0
199,Application de planification d'événements,30000,18,8,Excellent,1,"Planification d'événements, Gestion des invités","Vue.js, Firebase",0.0
200,Application de suivi des dépenses,25000,16,6,Bon,1,"Suivi des dépenses personnelles, Génération de rapports","Python, Flask, SQLite",0.0
201,Application de gestion des projets,35000,20,10,Excellent,1,"Gestion des tâches, Suivi du temps","React, Node.js, MongoDB",0.0
202,d'Application de gestion des ventes,28000,15,8,Bon,1,"Gestion des stocks, Suivi des ventes","PHP, Laravel, MySQL",0.0
203,d'Application de réservation de restaurants,32000,18,6,Excellent,1,"Réservation en ligne, Gestion des tables","React, Node.js, MongoDB",0.0
204,d'Application de suivi des tâches,20000,12,5,Bon,1,"Liste de tâches, Rappels","Python, Django, PostgreSQL",0.0
205,d'Application de gestion des rendez-vous,30000,16,7,Excellent,1,"Planification des rendez-vous, Notifications","Vue.js, Firebase",0.0
206,d'Application de gestion des stocks,35000,20,10,Excellent,1,"Gestion des inventaires, Suivi des commandes","React, Node.js, MongoDB",0.0
207,d'Application de gestion des tâches,25000,14,6,Bon,1,"Suivi des tâches, Gestion des priorités","Python, Flask, SQLite",0.0
208,d'Application de suivi des dépenses,18000,10,4,Bon,1,"Suivi des transactions, Rapports financiers","HTML, CSS, JavaScript, Django",0.40165349799792704
209,d'Application de gestion des projets,32000,18,8,Excellent,1,"Planification des projets, Suivi des ressources","React, Node.js, MongoDB",0.0
210,d'Application de gestion des clients,30000,16,7,Excellent,1,"Gestion des contacts, Historique des interactions","Angular, ASP.NET, SQL Server",0.0
211,d'Application de gestion des stocks,28000,15,6,Bon,1,"Inventaire en temps réel, Gestion des fournisseurs","Vue.js, Firebase",0.0
212,d'Système de suivi des performances des employés,35000,20,10,Excellent,1,"Évaluation des performances, Suivi des objectifs","Python, Django, PostgreSQL",0.0
213,d'Application de gestion des rendez-vous,22000,12,6,Bon,1,"Planification des rendez-vous, Notifications","React, Node.js, MongoDB",0.0
214,d'Plateforme de réservation de billets en ligne,40000,24,8,Excellent,1,"Réservation de billets, Gestion des paiements","Angular, ASP.NET, SQL Server",0.0
215,d'Application de gestion des documents,28000,16,7,Bon,1,"Gestion des fichiers, Partage de documents","Vue.js, Firebase",0.0
216,d'Système de gestion des congés,25000,14,6,Excellent,1,"Demandes de congé, Suivi des jours de congé","HTML, CSS, JavaScript, Django",0.26357231804209813
217,d'Plateforme d'apprentissage en ligne,30000,18,8,Excellent,1,"Cours en ligne, Quiz interactifs","React, Node.js, MongoDB",0.0
218,d'Application de suivi des dépenses,20000,10,5,Bon,1,"Suivi des dépenses personnelles, Génération de rapports","Vue.js, Flask, SQLite",0.0
219,d'Système de gestion des stocks,35000,22,10,Excellent,1,"Suivi des stocks, Gestion des fournisseurs","Angular, ASP.NET Core, MySQL",0.0
220,d'Application de gestion de projet,28000,14,6,Bon,1,"Planification des tâches, Suivi du temps","HTML, CSS, JavaScript, Django",0.43721895975689706
221,d'Plateforme de streaming de musique,40000,26,12,Excellent,1,"Streaming audio, Création de playlists","React Native, Firebase",0.0
222,d'Système de réservation de billets en ligne,25000,16,7,Bon,1,"Réservation de billets, Gestion des réservations","React, Node.js, MongoDB",0.0
223,d'Application de gestion des tâches,18000,12,5,Bon,1,"Création de tâches, Attribution des tâches","Vue.js, Flask, SQLite",0.0
224,d'Plateforme de commerce électronique,35000,20,10,Excellent,1,"Vente en ligne, Gestion des commandes","Angular, ASP.NET Core, MySQL",0.0
225,d'Application de gestion des ressources humaines,28000,14,6,Bon,1,"Gestion des employés, Suivi des congés","HTML, CSS, JavaScript, Django",0.44912630091993716
226,d'Application de messagerie instantanée,30000,18,8,Excellent,1,"Communication en temps réel, Partage de fichiers","React Native, Firebase",0.0
227,d'Application de suivi de fitness,20000,10,4,Bon,1,"Suivi de l'activité physique, Planification d'entraînement","Flutter, Firebase",0.0
228,d'Système de gestion de stock,22000,15,6,Bon,1,"Suivi des stocks, Gestion des fournisseurs","ASP.NET, SQL Server",0.0
229,d'Application de gestion de projet,28000,18,7,Bon,1,"Planification de projet, Suivi des tâches","Angular, Django, PostgreSQL",0.0
230,d'Application de réservation de restaurants,25000,12,5,Bon,1,"Réservation de tables, Gestion des commandes","React, Node.js, MongoDB",0.0
231,d'Plateforme de streaming de musique,35000,24,8,Excellent,1,"Diffusion de musique, Création de playlist","Vue.js, Django, PostgreSQL",0.0
232,Application de gestion des tâches,18000,10,5,Excellent,1,"Gestion de tâches, Suivi de projet","Python, Django, SQLite",0.0
233,Plateforme de location de voitures,30000,24,8,Bon,1,"Réservation de voitures, Gestion de flotte","React, Node.js, MongoDB",0.0
234,Application de recettes de cuisine,20000,12,6,Bon,1,"Recherche de recettes, Liste d'achats","Angular, ASP.NET Core, MySQL",0.0
235,Plateforme de location de logements,35000,30,10,Excellent,1,"Location de logements, Gestion d'annonces","Vue.js, Laravel, PostgreSQL",0.0
236,Application de gestion financière,28000,18,7,Bon,1,"Suivi des dépenses, Planification financière","React Native, Flask, SQLite",0.0
232,Application de gestion des tâches,18000,10,5,Excellent,1,"Gestion de tâches, Suivi de projet","Python, Django, SQLite",0.0
233,Plateforme de location de voitures,30000,24,8,Bon,1,"Réservation de voitures, Gestion de flotte","React, Node.js, MongoDB",0.0
234,Application de recettes de cuisine,20000,12,6,Bon,1,"Recherche de recettes, Liste d'achats","Angular, ASP.NET Core, MySQL",0.0
235,Plateforme de location de logements,35000,30,10,Excellent,1,"Location de logements, Gestion d'annonces","Vue.js, Laravel, PostgreSQL",0.0
236,Application de gestion financière,28000,18,7,Bon,1,"Suivi des dépenses, Planification financière","React Native, Flask, SQLite",0.0
246,Plateforme de streaming de musique,35000,24,10,Excellent,1,"Streaming de musique en direct, Création de listes de lecture personnalisées","React, Node.js, MongoDB",0.0
247,Application de gestion de tâches collaboratives,28000,20,8,Bon,1,"Assignation de tâches, Suivi de l'état de progression","Vue.js, Django, PostgreSQL",0.0
248,Application de notation des restaurants,20000,15,6,Bon,1,"Notation et commentaires des restaurants, Recherche de restaurants à proximité","Angular, Flask, MySQL",0.0
249,Plateforme de location de voitures en ligne,30000,18,7,Excellent,1,"Location de voitures en libre-service, Réservation en ligne","React Native, Laravel, SQLite",0.0
250,Application de suivi des habitudes de sommeil,22000,12,5,Bon,1,"Suivi des habitudes de sommeil, Analyse des cycles de sommeil","React, Express, MongoDB",0.0
251,Application de recommandation de livres,25000,14,6,Bon,1,Recommandation de livres en fonction des préférences de l'utilisateur,"Python, Flask, PostgreSQL",0.0
252,Application de suivi des dépenses personnelles,18000,10,5,Bon,1,"Suivi des dépenses quotidiennes, Génération de rapports","React Native, Node.js, MongoDB",0.0
253,Plateforme de coaching en ligne,30000,20,8,Excellent,1,"Coaching personnalisé, Suivi des progrès","Vue.js, Django, PostgreSQL",0.0
254,Application de planification de voyage,22000,16,7,Bon,1,"Planification de voyages, Gestion des itinéraires","React, Express, MongoDB",0.0
255,Application de gestion des stocks pour petits commerçants,20000,12,6,Bon,1,"Gestion des stocks, Suivi des ventes","Angular, Django, SQLite",0.0
256,Plateforme d'apprentissage en ligne de langues étrangères,35000,18,10,Excellent,1,"Cours de langues interactifs, Suivi des progrès","React, Django, PostgreSQL",0.0
257,Application de fitness et de suivi de la santé,28000,16,8,Bon,1,"Suivi de l'exercice, Suivi des calories et du sommeil","Flutter, Firebase",0.0
258,Plateforme de commerce électronique de produits locaux,40000,22,12,Excellent,1,"Achat de produits locaux, Suivi des commandes","Vue.js, Laravel, MySQL",0.0
259,Application de planification financière personnelle,30000,20,10,Bon,1,"Budgeting, Gestion des investissements","Angular, Flask, MongoDB",0.0
260,Application de réservation de salles de réunion,20000,14,6,Bon,1,"Réservation de salles, Gestion des disponibilités","React Native, Node.js, SQLite",0.0
261,Application de gestion de tâches personnelles,25000,14,8,Bon,1,"Gestion de listes de tâches, Notifications","React, Node.js, MongoDB",0.0
262,Plateforme de streaming de musique indépendante,35000,20,12,Excellent,1,"Diffusion de musique indépendante, Partage de playlists","Vue.js, Django, PostgreSQL",0.0
263,Application de partage de recettes de cuisine,20000,12,6,Bon,1,"Partage de recettes, Recherche par ingrédient","Angular, Flask, SQLite",0.0
264,Application de covoiturage pour les trajets domicile-travail,30000,18,10,Bon,1,"Planification de trajets, Partage de frais","React Native, Express, MongoDB",0.0
265,Application de découverte de randonnées pédestres,18000,10,6,Bon,1,"Découverte de sentiers de randonnée, Cartes interactives","Flutter, Flask, SQLite",0.0
266,Application de suivi de la santé mentale,28000,16,7,Bon,1,"Suivi quotidien de l'humeur, Outils de gestion du stress","React Native, Node.js, MongoDB",0.0
267,Application de gestion des dépenses personnelles,22000,12,5,Bon,1,"Suivi des dépenses, Analyse des habitudes de consommation","Vue.js, Flask, SQLite",0.0
268,Application de planification d'événements,32000,18,9,Excellent,1,"Gestion des invités, Planification de l'itinéraire","Angular, Django, PostgreSQL",0.0
269,Application de journal intime numérique,19000,10,4,Bon,1,"Journalisation quotidienne, Confidentialité des données","Flutter, Express, MongoDB",0.0
270,Plateforme de coaching sportif en ligne,35000,20,12,Excellent,1,"Plans d'entraînement personnalisés, Suivi de la progression","React, Flask, MySQL",0.0
271,Plateforme de réservation de cours en ligne,28000,16,7,Bon,1,"Réservation de cours en ligne, Suivi de la progression des étudiants","React, Django, PostgreSQL",0.0
272,Application de suivi des objectifs personnels,22000,12,5,Bon,1,"Définition et suivi des objectifs personnels, Notification de rappels","Vue.js, Express, MongoDB",0.0
273,Application de gestion de tâches collaboratives,32000,18,9,Excellent,1,"Assignation de tâches, Suivi des progrès, Communication en temps réel","Angular, Flask, MySQL",0.0
274,Plateforme de cours en ligne interactifs,19000,10,4,Bon,1,"Cours interactifs, Forum de discussion","Flutter, Django, SQLite",0.0
275,Application de suivi de la consommation d'eau,35000,20,12,Excellent,1,"Suivi quotidien de la consommation d'eau, Notification de rappels","React Native, Node.js, MongoDB",0.0
276,Plateforme de réservation de salles de sport,30000,14,8,Bon,1,"Réservation de créneaux horaires, Gestion des abonnements","Angular, Spring Boot, MongoDB",0.0
277,Application de suivi de la nutrition,25000,10,6,Bon,1,"Suivi quotidien de l'apport nutritionnel, Recettes personnalisées","React, Flask, MySQL",0.0
278,Application de gestion de finances personnelles,35000,16,7,Excellent,1,"Gestion des dépenses et des revenus, Suivi des budgets","Vue.js, Django, PostgreSQL",0.0
279,Plateforme de streaming de concerts en ligne,40000,18,10,Excellent,1,"Diffusion de concerts en direct, Archives de concerts passés","React Native, Node.js, MongoDB",0.0
280,Application de planification de voyages,28000,12,5,Bon,1,"Planification d'itinéraires, Réservation de billets et d'hébergements","Flutter, Express, SQLite",0.0
281,Plateforme d'échange de livres en ligne,20000,8,5,Bon,1,"Échange de livres usagés, Suivi des transactions","React, Node.js, MongoDB",0.0
282,Application de fitness personnalisée,30000,10,6,Excellent,1,"Plans d'entraînement personnalisés, Suivi de la condition physique","Flutter, Flask, PostgreSQL",0.0
283,Application de gestion des tâches,15000,6,4,Bon,1,"Création de tâches, Gestion des priorités","Vue.js, Django, SQLite",0.0
284,Plateforme de mentorat en ligne,25000,12,8,Bon,1,"Mentorat personnalisé, Soutien communautaire","Angular, Spring Boot, MySQL",0.0
285,Application de location de vélos électriques,18000,8,5,Bon,1,"Location de vélos électriques, Suivi des emplacements","React Native, Django, PostgreSQL",0.0
286,Plateforme de réservation de salles de réunion,22000,9,7,Bon,1,"Réservation de salles, Gestion des disponibilités","React, Node.js, MongoDB",0.0
287,Application de gestion des finances personnelles,28000,11,6,Excellent,1,"Suivi des dépenses, Budgetisation","Flutter, Django, PostgreSQL",0.0
288,Application de recettes de cuisine personnalisées,18000,7,4,Bon,1,"Recettes personnalisées, Gestion des ingrédients","Vue.js, Flask, SQLite",0.0
289,Plateforme de recrutement spécialisée dans la technologie,30000,13,9,Bon,1,"Recrutement de talents technologiques, Évaluation des compétences","Angular, Spring Boot, MySQL",0.0
290,Application de suivi des habitudes de sommeil,15000,6,5,Bon,1,"Suivi des habitudes de sommeil, Statistiques de sommeil","React Native, Django, PostgreSQL",0.0
291,Application de gestion de projets de construction,35000,18,8,Excellent,1,"Planification de projets, Gestion des ressources","React, Node.js, MongoDB",0.0
292,Plateforme de réservation de voyages personnalisés,40000,20,10,Excellent,1,"Réservation de voyages sur mesure, Gestion des itinéraires","Vue.js, Django, PostgreSQL",0.0
293,Application de suivi des performances sportives,25000,12,6,Bon,1,"Suivi des performances, Entraînements personnalisés","Flutter, Flask, SQLite",0.0
294,Plateforme d'analyse de données environnementales,30000,15,7,Bon,1,"Analyse des données environnementales, Visualisation des données","Angular, Spring Boot, MySQL",0.0
295,Application de gestion de tâches collaboratives,20000,10,5,Bon,1,"Gestion des tâches, Collaboration en équipe","React Native, Express.js, MongoDB",0.0
297,Application de gestion de bibliothèque en ligne,28000,14,6,Bon,1,"Gestion des emprunts, Catalogue en ligne","React, Django, PostgreSQL",0.0
298,Plateforme de suivi de la santé mentale,32000,16,8,Excellent,1,"Suivi des humeurs, Ressources de bien-être","Vue.js, Flask, MongoDB",0.0
299,Application de gestion de salles de sport,30000,15,7,Bon,1,"Gestion des adhérents, Planification des séances","Angular, ASP.NET, SQL Server",0.0
300,Plateforme de covoiturage urbain,35000,18,9,Excellent,1,"Partage de trajets, Gestion des paiements","React Native, Node.js, MongoDB",0.0
301,Application de recettes de cuisine personnalisées,25000,12,5,Bon,1,"Suggestions de recettes, Listes de courses","Flutter, Firebase, SQLite",0.0
